name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 205,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 206,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 211,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 226,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 246,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 248,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 137,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 151,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 224,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 232,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 238,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 249,630,1.0,1.0,799,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Townhouse,650,1.0,1.0,1050,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 100,650,1.0,1.0,1050,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,2 Bed / 1 Bath,798,2.0,1.0,1099,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
Val Dor Flats Apartments,1521 Reagan Hill Dr,Unit 116,798,2.0,1.0,1099,Austin,TX,78752,"Welcome Home to Val Dor Urban Flats! This beautiful apartment community is in the heart of Austin's North Central District and features fully updated apartments with spacious floor plans, accent walls, and two onsite laundry facilities with creative architectural details. Our community features picnic areas and new exterior paint. With a stellar central Austin location, our community is conveniently located near amazing Austin restaurants, downtown, and easy access to Mopac Expwy. Our pet-friendly community is located at 1521 Reagan Hill Austin Texas 78752.Lease Details: 7-13 MonthsApplication Fee: 50.00Admin Fee: 49.00","Apartment ,Cats, small dogs, large dogs allowed ,Built in 1971 ,Deposit: $150 ,Updated Kitchen Avail. ,Floors: Linoleum Vinyl",https://www.trulia.com/c/tx/austin/val-dor-flats-1521-reagan-hill-dr-austin-tx-78752--2072273193,2020-03-30
"1 bed, 447 sqft, $1,100",1315 Norwalk Ln #206,1 Bed 1.0 Bath,447,1.0,1.0,1100,Austin,TX,78703,West Austin - 450 square foot one bedroom unit in the heart of Tarrytown. Enjoy our courtyard with pristine pool and bbq pits.(RLNE5452890),"Apartment ,Cats, small dogs, large dogs allowed ,Built in 1963 ,Deposit: $500 ,Barbeque Area ,Pool",https://www.trulia.com/c/tx/austin/1-bed-447-sqft-1-100-1315-norwalk-ln-206-austin-tx-78703--2183631323,2020-03-30
"1 bed, 447 sqft, $1,100",1315 Norwalk Ln #206,Unit 206,447,1.0,1.0,1100,Austin,TX,78703,West Austin - 450 square foot one bedroom unit in the heart of Tarrytown. Enjoy our courtyard with pristine pool and bbq pits.(RLNE5452890),"Apartment ,Cats, small dogs, large dogs allowed ,Built in 1963 ,Deposit: $500 ,Barbeque Area ,Pool",https://www.trulia.com/c/tx/austin/1-bed-447-sqft-1-100-1315-norwalk-ln-206-austin-tx-78703--2183631323,2020-03-30
Array Apartments,2101 Burton Dr,A1,700,1.0,1.0,950,Austin,TX,78741,"Situated in Southeast Austin, Texas, near convenient shops and eateries, the one, two, and three bedroom apartments and townhomes for rent at Array Apartments offer a great home base for exploring the city. Our community enjoys easy access to I-35 and public transportation, plus we're just minutes from downtown Austin. Hop on your bike and connect to the Ann and Roy Butler Hike-and-Bike Trail, featuring 10 miles of urban pathway that hugs the water's edge. The path connects to the Boardwalk at Lady Bird Lake where you can take in striking views of the city skyline. If you are still feeling ambitious, rent a stand-up paddleboard or kayak and head out on the lake for a relaxing paddle.","Apartment ,Cats, small dogs, large dogs allowed ,Rent Includes: Internet ,Trail ,Parking Lot ,Spanish Speaking Staff ,Bicycle Storage ,Pet Park ,Lounge ,Laundry: Shared ,Cable TV Ready ,Sport Facilities: mulitPurposeSportsCourt ,Sports Field ,On-Site Management ,Online Maintenance Portal ,Picnic Area ,Online Rent Payment ,Water Feature ,Party Room ,High-speed Internet Ready ,Balcony ,Barbeque Area ,Basketball Court ,Ceiling Fan ,Deck ,Dishwasher ,Disposal ,Fitness Center ,Garden ,Lawn ,Microwave ,Night Patrol ,Patio ,Pool ,Refrigerator ,Washer Dryer Hookup ,Business Center ,Club House ,Floors: Linoleum Vinyl ,Heating Fuel: Electric",https://www.trulia.com/c/tx/austin/array-2101-burton-dr-austin-tx-78741--2072200129,2020-03-30
Array Apartments,2101 Burton Dr,Unit 154,700,1.0,1.0,950,Austin,TX,78741,"Situated in Southeast Austin, Texas, near convenient shops and eateries, the one, two, and three bedroom apartments and townhomes for rent at Array Apartments offer a great home base for exploring the city. Our community enjoys easy access to I-35 and public transportation, plus we're just minutes from downtown Austin. Hop on your bike and connect to the Ann and Roy Butler Hike-and-Bike Trail, featuring 10 miles of urban pathway that hugs the water's edge. The path connects to the Boardwalk at Lady Bird Lake where you can take in striking views of the city skyline. If you are still feeling ambitious, rent a stand-up paddleboard or kayak and head out on the lake for a relaxing paddle.","Apartment ,Cats, small dogs, large dogs allowed ,Rent Includes: Internet ,Trail ,Parking Lot ,Spanish Speaking Staff ,Bicycle Storage ,Pet Park ,Lounge ,Laundry: Shared ,Cable TV Ready ,Sport Facilities: mulitPurposeSportsCourt ,Sports Field ,On-Site Management ,Online Maintenance Portal ,Picnic Area ,Online Rent Payment ,Water Feature ,Party Room ,High-speed Internet Ready ,Balcony ,Barbeque Area ,Basketball Court ,Ceiling Fan ,Deck ,Dishwasher ,Disposal ,Fitness Center ,Garden ,Lawn ,Microwave ,Night Patrol ,Patio ,Pool ,Refrigerator ,Washer Dryer Hookup ,Business Center ,Club House ,Floors: Linoleum Vinyl ,Heating Fuel: Electric",https://www.trulia.com/c/tx/austin/array-2101-burton-dr-austin-tx-78741--2072200129,2020-03-30
Array Apartments,2101 Burton Dr,A1,700,1.0,1.0,975,Austin,TX,78741,"Situated in Southeast Austin, Texas, near convenient shops and eateries, the one, two, and three bedroom apartments and townhomes for rent at Array Apartments offer a great home base for exploring the city. Our community enjoys easy access to I-35 and public transportation, plus we're just minutes from downtown Austin. Hop on your bike and connect to the Ann and Roy Butler Hike-and-Bike Trail, featuring 10 miles of urban pathway that hugs the water's edge. The path connects to the Boardwalk at Lady Bird Lake where you can take in striking views of the city skyline. If you are still feeling ambitious, rent a stand-up paddleboard or kayak and head out on the lake for a relaxing paddle.","Apartment ,Cats, small dogs, large dogs allowed ,Rent Includes: Internet ,Trail ,Parking Lot ,Spanish Speaking Staff ,Bicycle Storage ,Pet Park ,Lounge ,Laundry: Shared ,Cable TV Ready ,Sport Facilities: mulitPurposeSportsCourt ,Sports Field ,On-Site Management ,Online Maintenance Portal ,Picnic Area ,Online Rent Payment ,Water Feature ,Party Room ,High-speed Internet Ready ,Balcony ,Barbeque Area ,Basketball Court ,Ceiling Fan ,Deck ,Dishwasher ,Disposal ,Fitness Center ,Garden ,Lawn ,Microwave ,Night Patrol ,Patio ,Pool ,Refrigerator ,Washer Dryer Hookup ,Business Center ,Club House ,Floors: Linoleum Vinyl ,Heating Fuel: Electric",https://www.trulia.com/c/tx/austin/array-2101-burton-dr-austin-tx-78741--2072200129,2020-03-30
